customer_id,frequency,recency,T,monetary_value,prob_alive,predicted_purchases_12w,expected_avg_profit,clv_12m,clv_segment
12376,1.0,4.0,59.0,30.6,0.5509793459580542,0.1622521894539564,42.78210936215474,180.55889047916088,Low Value
12377,3.0,39.0,84.0,685.12,0.813794293094177,0.3825021610780202,691.110883925556,6981.354696904813,High Value
12378,1.0,62.0,80.0,4008.62,0.9254856041531956,0.209528477862019,4056.65195048172,22332.35388974431,Champions
12379,3.0,65.0,76.0,382.58,0.9668871001903976,0.4963414089843241,387.66748328957965,5065.503168697048,High Value
12380,6.0,91.0,94.0,950.3333333333334,0.9871987736902532,0.7588761411724623,953.7196899805399,19210.700964593372,Champions
12381,2.0,17.0,17.0,223.035,0.9708425426403496,1.1374428243411483,229.96195219294063,6571.241351228413,High Value
12383,4.0,24.0,50.0,268.21,0.8173231893822078,0.7603451721332499,271.76682104571603,5371.696040367303,High Value
12384,1.0,13.0,17.0,212.58,0.9327341270818064,0.6896906879444553,226.40210968566706,3911.1238418579433,Medium Value
12386,1.0,4.0,52.0,143.0,0.5955286298382981,0.1949107700042633,156.19505603960712,788.6020540097574,Low Value
12388,7.0,81.0,83.0,491.3557142857143,0.9892666565335312,0.976224450780415,493.6713174466702,12746.501034144636,Champions
12389,2.0,36.0,93.0,634.24,0.7909633878321665,0.2480946914518697,643.0115264063793,4221.493588674287,Medium Value
12391,4.0,91.0,94.0,503.1125,0.982264577599782,0.5301181093774868,507.19500219778695,7130.846477476098,High Value
12393,4.0,51.0,61.0,523.9125,0.9689461666602106,0.7632791389117255,528.041549884436,10544.396540302774,High Value
12394,1.0,22.0,31.0,729.4000000000001,0.9227132247074156,0.4536751488226907,747.8796817661026,8644.237029956894,High Value
12395,13.0,83.0,86.0,246.5946153846154,0.9923325146069027,1.687084858533514,247.67246813031582,11072.454920621041,High Value
12397,1.0,14.0,19.0,1105.09,0.9295921204918772,0.6411908079151933,1126.9553929516192,18151.73847908667,Champions
12399,6.0,75.0,92.0,275.22,0.9651846268422256,0.7563888644909709,277.599897041136,5569.683464941082,High Value
12402,5.0,50.0,96.0,192.04,0.7558409755413504,0.4852135248289455,194.74787804208424,2508.9206160649273,Medium Value
12403,1.0,67.0,74.0,391.7000000000001,0.9399985868767132,0.2278650559355296,407.1363357431874,2431.2609046382877,Medium Value
12406,4.0,96.0,99.0,1377.29,0.982375198615844,0.5060361771243037,1383.3287974067116,18594.726627858243,Champions
12407,4.0,31.0,38.0,323.955,0.9681820730898968,1.1222591931238397,327.636571083805,9475.792301116118,High Value
12408,6.0,67.0,71.0,621.1116666666667,0.985266514109196,0.970367174666984,624.0072193368474,15932.604229213279,Champions
12409,5.0,70.0,81.0,3323.362,0.974232912816285,0.7276034760387611,3331.6733621938965,64026.24843230524,Champions
12410,1.0,28.0,72.0,533.33,0.8307873675180955,0.2062535590877316,550.0427026286641,2970.4375020400475,Medium Value
12412,5.0,67.0,77.0,354.01,0.9751798772904342,0.7614928040448621,357.00772250013387,7168.937071806246,High Value
12413,3.0,48.0,57.0,228.7,0.9660268251594508,0.6348664484316217,233.32798937186956,3863.8860241898938,Medium Value
12414,3.0,35.0,66.0,147.47,0.8751179884007363,0.5077237341834149,151.85543224335646,2020.6059133067256,Low Value
12415,16.0,72.0,75.0,8856.664375,0.9926356927741126,2.3205605918696337,8862.348999308471,542774.3448899556,Champions
12417,19.0,105.0,105.0,301.0163157894737,0.9965683296600132,2.035941697122323,301.7792284063059,16384.333948953543,Champions
12418,3.0,74.0,90.0,559.0866666666667,0.9621375872239276,0.4253113022136991,564.7012083119042,6356.5635946135335,High Value
12419,1.0,4.0,59.0,152.1,0.5509793459580542,0.1622521894539564,165.37706506776385,697.9622983655404,Low Value
12421,5.0,70.0,72.0,164.95999999999998,0.9855832911738948,0.8160943948651292,167.619418525359,3599.619547034692,Medium Value
12422,11.0,90.0,103.0,324.0318181818181,0.9760162262860343,1.2055788961544789,325.36872992118083,10449.409042493662,High Value
12423,9.0,66.0,66.0,226.51,0.992865501634745,1.5070183292113766,228.04742275377984,9028.128661059643,High Value
12424,2.0,55.0,78.0,1446.745,0.9362906387356692,0.3432747173205166,1459.161243205275,13181.032800025505,Champions
12425,1.0,53.0,64.0,777.2,0.9324961978569628,0.2562527607455308,796.1104544634534,5320.792494989077,High Value
12426,1.0,66.0,94.0,510.73,0.9140953992032052,0.179314837292106,527.2390318554396,2496.989351115342,Medium Value
12427,2.0,50.0,53.0,225.15,0.9668786876195684,0.4933720842374256,232.0864396127469,2975.7393635320923,Medium Value
12428,6.0,37.0,40.0,331.20666666666665,0.9841574953276524,1.561004216381446,333.67002868426863,13457.92445448156,Champions
12429,5.0,77.0,78.0,887.01,0.9866162028318248,0.7617467214952041,890.9615231801394,17904.283081434958,Champions
12431,22.0,94.0,99.0,414.4068181818182,0.9914556450906435,2.461292767557272,415.11170762285855,27201.04436364541,Champions
12432,1.0,18.0,24.0,1042.66,0.9289995827059429,0.54866327119725,1063.9627749705396,14759.395854636468,Champions
12433,8.0,68.0,68.0,2080.2175,0.9920025654605482,1.316389328394371,2084.019174901311,72122.78446863026,Champions
12434,2.0,42.0,54.0,403.07,0.9500657483537795,0.4773120509372342,410.80454917866894,5098.842719418163,High Value
12435,5.0,94.0,105.0,2583.586,0.9779652536235114,0.5790141784728714,2590.5735369559006,39934.12442919458,Champions
12437,31.0,105.0,105.0,347.0361290322581,0.997885345066262,3.279630595063433,347.516898235229,30401.236265594525,Champions
12438,1.0,18.0,20.0,1696.78,0.941765723530391,0.628480318773808,1723.977692058219,27254.968191416847,Champions
12439,1.0,6.0,103.0,76.52000000000001,0.3979062920363036,0.0718852065403669,89.11593953500719,169.6888387836571,Low Value
12440,1.0,36.0,102.0,250.69,0.7995334423619078,0.1457226049563101,264.8555562860026,1022.02192102398,Low Value
12444,4.0,21.0,24.0,553.815,0.9763775758508983,1.5875301384084528,558.0109677786678,22517.044665461006,Champions
12445,1.0,57.0,60.0,77.4,0.944026292045077,0.2740715878886559,90.00387007838937,641.9965920798809,Low Value
12449,4.0,59.0,62.0,899.0725,0.98115075700696,0.7622754412810611,904.0411090249769,18038.33384614957,Champions
12450,4.0,46.0,68.0,134.945,0.9308123262863992,0.6680990590638876,138.2035913600774,2424.031003630971,Medium Value
12451,6.0,74.0,75.0,1746.4350000000002,0.9885924103541216,0.92824623230396,1751.008185776872,42841.259555157434,Champions
12454,3.0,52.0,60.0,3908.7533333333336,0.9686875577816266,0.6096388286617538,3924.3701589640773,62507.93481552128,Champions
12455,8.0,93.0,103.0,510.815,0.98229745199181,0.9025676707484024,512.8625785871134,12326.204968466081,Champions
12456,2.0,30.0,36.0,900.435,0.9581001937570212,0.6664968571145492,910.4006179975473,15575.008757375055,Champions
12457,5.0,53.0,62.0,408.646,0.9735782545054398,0.91690354536793,411.74149333306593,9887.271677666136,High Value
12458,3.0,59.0,69.0,385.6266666666667,0.9670732499960498,0.5399816665508185,390.7232474660113,5537.213173448108,High Value
12462,1.0,41.0,43.0,343.48,0.9445112827180008,0.3608242465189754,358.4817780137678,3329.7836492333017,Medium Value
12463,3.0,27.0,34.0,295.40333333333336,0.962412651384814,0.9573094682668758,300.23050242938837,7374.965265226488,High Value
12464,6.0,43.0,44.0,131.35833333333332,0.9880679660655284,1.4527521268270418,133.52376126356154,5026.997714062409,High Value
12465,1.0,22.0,24.0,271.25,0.9425274121305172,0.5566527507217363,285.60084261775006,4019.5746890136425,Medium Value
12468,4.0,70.0,97.0,708.3775,0.9419610194370456,0.4942199115928077,712.9193584910569,9353.469219430499,High Value
12469,1.0,2.0,76.0,1113.7,0.3948100624956773,0.0935016447445404,1135.6429861090292,2785.1934893776584,Medium Value
12471,40.0,104.0,104.0,852.27425,0.9983579793085712,4.249073064851472,852.7596604079746,96634.38194353227,Champions
12472,18.0,99.0,103.0,765.27,0.992936923199878,1.959465649816356,766.3057919109625,40017.57324062313,Champions
12473,2.0,20.0,27.0,998.02,0.9499361315182576,0.8182325281729442,1008.4233626130516,20994.869799455977,Champions
12474,25.0,93.0,95.0,446.802,0.9957245819913952,2.90420543262819,447.43385010470246,34554.90100762013,Champions
12475,1.0,51.0,58.0,669.38,0.9378979815686008,0.2802046287699942,687.3187826595127,5006.729640032962,High Value
12476,14.0,69.0,71.0,801.0121428571429,0.9933311381321872,2.144277626650948,802.3668809770443,45324.739098979626,Champions
12477,8.0,86.0,89.0,2281.8925,0.989580134651132,1.0368199700673617,2285.9195838541864,62833.647139276,Champions
12480,6.0,68.0,72.0,739.4916666666667,0.9853274898405312,0.9587055979904232,742.5637003546022,18740.09142205503,Champions
12481,11.0,84.0,87.0,733.0827272727273,0.9915564703012494,1.4251702737295593,734.7520393045153,27753.192510667042,Champions
12482,4.0,11.0,93.0,3875.99,0.0365060892086696,0.0198917595845074,3887.620562052382,2050.2534762398445,Medium Value
12483,17.0,95.0,97.0,226.3223529411765,0.9946660477603164,1.9614098496662111,227.13580368628274,11851.409227741777,Champions
12484,7.0,92.0,97.0,711.5642857142857,0.9869113767669612,0.8474115794576295,714.1612179457696,16083.07454732413,Champions
12488,2.0,10.0,11.0,345.635,0.9669332140587936,1.4454921039236528,353.1119085372642,12694.966856960804,Champions
12490,19.0,104.0,105.0,433.3,0.9959286519182948,2.034634865921366,434.12512557201563,23554.58813524581,Champions
12492,2.0,48.0,57.0,113.605,0.957566891648958,0.4597957297816034,120.04107354074384,1437.776311706385,Low Value
12493,1.0,5.0,28.0,183.24,0.791512687635193,0.4192598295505618,196.79769815971997,2095.604458027543,Medium Value
12494,8.0,80.0,82.0,159.05,0.990338779256,1.1158917361168337,160.70441641873157,4742.215766864326,Medium Value
12497,2.0,81.0,92.0,2473.3700000000003,0.960722261795108,0.3042721877392687,2490.391454722332,20045.28596612999,Champions
12498,1.0,5.0,8.0,138.45,0.9305343129485814,1.0183450451791964,151.60405152552875,3805.301401636804,Medium Value
12500,14.0,93.0,96.0,367.23785714285714,0.9929581680942078,1.641640189455074,368.31568639106393,16077.135108314245,Champions
12502,4.0,31.0,44.0,622.655,0.9460650592688272,0.9765049346894744,627.0050227185196,15851.882637396257,Champions
12504,3.0,83.0,85.0,190.88333333333333,0.9781451237984558,0.4549522407073758,195.3984001140838,2348.586182475518,Medium Value
12507,3.0,64.0,83.0,350.93666666666667,0.9541411154555458,0.4532490867924862,355.92966126893975,4258.8800898735,Medium Value
12510,6.0,85.0,105.0,452.525,0.9631470290029648,0.6700557103075314,455.1692235055138,8122.458060108369,High Value
12514,1.0,53.0,91.0,1017.68,0.8904134778400218,0.179814441503521,1038.7576556822587,4928.091713969714,High Value
12516,3.0,74.0,85.0,593.0533333333334,0.9684743916622254,0.4504542156724267,598.7693012635867,7125.738349818177,High Value
12517,3.0,23.0,27.0,517.3000000000001,0.9695239182782406,1.1431109427662762,522.7897644215911,15228.288874741778,Champions
12518,4.0,16.0,16.0,388.015,0.9845067879134872,2.07956072488978,391.83992900720585,20489.777527947106,Champions
12519,1.0,59.0,68.0,276.84000000000003,0.9364880193916686,0.2442916809000233,291.2412195921892,1859.3697258001407,Low Value
12520,4.0,28.0,39.0,362.21,0.9509410287954362,1.0801293008971875,365.97718078345684,10195.59779658649,High Value
12522,1.0,2.0,7.0,85.32000000000001,0.9104733536869684,1.0525922156516474,97.99524496882908,2536.8445171826506,Medium Value
12523,20.0,101.0,104.0,196.7895,0.994356627863422,2.153069422375782,197.4676841066483,11334.968435170082,Champions
12524,15.0,94.0,95.0,620.4806666666667,0.9949729545263192,1.7733839387229486,621.6374767124598,29304.888158769085,Champions
12525,2.0,21.0,92.0,203.65,0.5738100028431947,0.1817324650992737,210.4899953924944,1011.9204154742829,Low Value
12526,2.0,13.0,13.0,344.18,0.9708425426403496,1.329044952879943,351.6503817307308,11665.99318922166,Champions
12527,4.0,64.0,75.0,103.9275,0.9707374017786046,0.6399089563823985,107.1166782412968,1805.115755371446,Low Value
12528,5.0,43.0,44.0,241.19,0.986063843595966,1.2337967107515049,243.9858317070416,7798.124142102223,High Value
12530,8.0,84.0,92.0,382.5325,0.9838854350332682,1.0007676196463462,384.43669926891675,10210.008283016145,High Value
12531,1.0,96.0,98.0,125.22,0.9462414456472172,0.1787993430600597,138.25482301536243,653.7595610896094,Low Value
12533,1.0,16.0,105.0,401.97,0.5918695513974201,0.1050803572513394,417.4988887892499,1162.7840168053594,Low Value
12535,1.0,13.0,26.0,344.9,0.8949830131902876,0.4998373677852999,359.9145750269526,4559.075559104509,Medium Value
12538,1.0,50.0,54.0,363.95,0.9421332686673471,0.2988376284983755,379.1362532672148,2938.501382004996,Medium Value
12539,5.0,99.0,102.0,1207.538,0.9853803665601724,0.5989200743587838,1212.063106340291,19309.64602404296,Champions
12540,29.0,101.0,104.0,652.4789655172414,0.9950377683672124,3.090722976510483,653.0870014422154,53825.271149205095,Champions
12541,2.0,36.0,40.0,278.39,0.9637725943850076,0.6176420965022996,285.5652624167582,4542.367668827254,Medium Value
12542,1.0,22.0,91.0,117.09,0.7199822905354857,0.1453967361086199,130.05155560888835,498.8961867813935,Low Value
12545,1.0,26.0,37.0,288.24,0.9203667574243218,0.3957239119849237,302.74395617691306,3069.184486367768,Medium Value
12546,1.0,5.0,11.0,345.3,0.9118223040440798,0.8601607158490814,360.3181798193991,7685.3820417606485,High Value
12547,2.0,43.0,71.0,75.9,0.913831957324336,0.3637059201531068,82.16693729308707,784.0386627724126,Low Value
12549,2.0,17.0,99.0,506.13,0.4373742053444627,0.1296924530987123,514.326853427005,1768.6105042583765,Low Value
12553,11.0,59.0,60.0,329.16,0.9930687471503284,1.9718160737036068,330.5010789691576,17072.672654154885,Champions
12556,1.0,14.0,21.0,290.81,0.9218423225765698,0.5958258405635124,305.33711696838145,4582.479945185641,Medium Value
12557,7.0,101.0,103.0,2306.214285714286,0.989577579567146,0.8048995671280049,2310.848474712876,49519.49996051786,Champions
12559,1.0,1.0,45.0,75.60000000000001,0.5474910645174947,0.2016593138404068,88.18764851238035,458.48122662797584,Low Value
12560,1.0,19.0,20.0,625.7,0.9449344332176028,0.6305949335071359,643.2451393243605,10203.5041599203,High Value
12562,8.0,61.0,62.0,504.615,0.990981467111558,1.4234429454192337,506.6556489453242,18904.71483044297,Champions
12567,13.0,92.0,95.0,788.8615384615385,0.9926130593244048,1.5439876986646943,790.3122051887722,32432.90157532257,Champions
12569,19.0,36.0,36.0,154.21105263157895,0.9965683296600132,5.039631439388239,154.90492280140003,20137.561744610222,Champions
12571,1.0,12.0,17.0,271.26,0.927883208435588,0.6861037778903113,285.61093273756126,4908.303106040006,High Value
12572,1.0,6.0,7.0,433.68,0.942594192939864,1.089726905229197,449.4946587104422,12046.77787139841,Champions
12573,4.0,34.0,66.0,141.34750000000005,0.8310946400592725,0.6120612597124642,144.62041931987412,2321.607926753771,Medium Value
12575,1.0,10.0,75.0,263.02,0.6096607756716885,0.1460661391962986,277.29667401316436,1061.9393155369344,Low Value
12576,7.0,70.0,75.0,252.56714285714287,0.9855883188625908,1.063290286589306,254.57767993271912,7136.789306238957,High Value
12577,4.0,100.0,105.0,350.65,0.9809777047559376,0.4791357172983929,354.39131101145387,4518.5533344269925,Medium Value
12578,3.0,60.0,63.0,1042.1966666666667,0.9764532588886492,0.5895450784692667,1049.2538006343955,16187.213575886835,Champions
12580,1.0,47.0,82.0,379.7,0.889326681299763,0.1970047420193106,395.02819196979374,2046.343169827501,Medium Value
12582,3.0,48.0,82.0,327.7633333333334,0.898068582706955,0.4312094559828574,332.6871311217272,3785.755537867249,Medium Value
12583,26.0,105.0,105.0,451.8515384615384,0.9974828250808088,2.761433477126632,452.46081349593464,33324.98958666607,Champions
12584,8.0,40.0,40.0,234.315,0.9920025654605482,2.0423253762475637,236.0535389169996,12463.254936855958,Champions
12585,1.0,17.0,50.0,669.25,0.8242102518868207,0.2786263505051264,687.1876111019677,4953.265832684931,High Value
12586,3.0,101.0,103.0,546.7733333333333,0.9784128908696492,0.3831037198993698,552.3511067060637,5623.881396283291,High Value
12588,2.0,80.0,85.0,234.94,0.9664095475620188,0.3284328552782485,241.92035537629442,2096.596502571759,Medium Value
12589,4.0,94.0,98.0,658.3525,0.981557852583168,0.5102620815805943,662.7824090667963,8980.748302513544,High Value
12591,2.0,13.0,58.0,271.0,0.6444106345705852,0.3049302039157953,278.1421125196574,2210.5946018281716,Medium Value
12592,2.0,61.0,74.0,200.8,0.9548466139249624,0.3665877719054853,207.62721092608882,1999.5482784977187,Low Value
12593,2.0,16.0,31.0,91.05,0.907586213468108,0.7069059242571409,97.38489682503243,1758.9180652485097,Low Value
12594,13.0,87.0,92.0,366.9976923076923,0.9901473772006256,1.5851044523118822,368.15832338374315,15495.816364015522,Champions
12596,1.0,27.0,34.0,236.32,0.9312375004122286,0.4272067457037726,250.35605411736384,2732.6997822741423,Medium Value
12597,3.0,35.0,38.0,921.0233333333332,0.9744762279126904,0.8898221134153478,927.7186372409155,21255.639041321676,Champions
12598,8.0,91.0,92.0,449.5475,0.991294805490072,1.00830412518968,451.5266008728685,12082.113038149875,Champions
12599,12.0,78.0,82.0,130.27,0.9905777444171447,1.6285958524454038,131.35109687079787,5659.839898865735,High Value
12600,18.0,100.0,104.0,222.80722222222224,0.9929787358666649,1.9424768195918043,223.57371377188304,11577.41771270011,Champions
12601,5.0,31.0,58.0,97.412,0.8170539205652109,0.8142371120526651,99.95054173674176,2126.864034703084,Medium Value
12604,1.0,26.0,37.0,75.67999999999999,0.9203667574243218,0.3957239119849237,88.26836947086963,894.8548920284964,Low Value
12605,2.0,11.0,65.0,451.98,0.5219083340851335,0.224159332479098,459.9339485652992,2697.1251053218502,Medium Value
12609,8.0,92.0,103.0,340.9075,0.980763158718956,0.901157910901508,342.76517566577576,8225.194789318077,High Value
12610,3.0,15.0,18.0,304.2633333333333,0.9696859867985812,1.5011303472675286,309.1169588636937,11692.189651636314,Champions
12613,7.0,95.0,103.0,724.3228571428572,0.9841131344836508,0.8004549135979361,726.9360891805566,15491.597071812446,Champions
12615,6.0,90.0,90.0,701.25,0.9894506139877156,0.7907910825471203,704.2650229745213,14762.883992840496,Champions
12616,2.0,42.0,55.0,320.65,0.9480441014261644,0.4690584109916352,328.01483138177537,4003.2534855097642,Medium Value
12619,8.0,78.0,80.0,368.195,0.990297879221124,1.1404268699878206,370.08317447227927,11152.323445563135,High Value
12620,2.0,27.0,29.0,370.875,0.9665628602781908,0.7906924809448765,378.46512956606296,7630.4541771999675,High Value
12621,28.0,95.0,95.0,780.6700000000001,0.9976609205622486,3.249356885092787,781.3406620785807,67517.5630229771,Champions
12623,6.0,60.0,99.0,319.3533333333333,0.829423657684571,0.608556899004038,321.7990243902117,5206.2037786619585,High Value
12624,1.0,10.0,25.0,305.19,0.8760235592346091,0.5029189265809864,319.84670925683133,4071.8289725025465,Medium Value
12625,3.0,55.0,85.0,1266.3966666666668,0.9225643256031522,0.4291006486848529,1274.12327383657,14444.094115345717,Champions
12626,8.0,43.0,46.0,625.3100000000001,0.9871864116919334,1.817597723556157,627.4855478349604,29614.573419521483,Champions
12627,5.0,19.0,20.0,677.302,0.9848449555890306,2.1937655574164223,680.8782518236617,37798.96807445097,Champions
12628,2.0,9.0,9.0,208.41,0.9708425426403496,1.5984747789675993,215.2713476942805,8524.889661733181,High Value
12629,1.0,5.0,60.0,613.86,0.5732565432248927,0.1664289780837016,631.2984374679455,2734.4575363528543,Medium Value
12630,1.0,5.0,6.0,449.09,0.94224795812061,1.1544653549976474,465.04353333944164,13173.496041625962,Champions
12631,4.0,91.0,99.0,645.8475,0.9779850603907004,0.5037747511766321,650.2494245080682,8701.601441849578,High Value
12632,1.0,6.0,80.0,374.56,0.4935880551003682,0.111747555458394,389.8418703868569,1144.5906890723231,Low Value
12633,6.0,67.0,75.0,519.9616666666667,0.9797814044206946,0.9199730724305376,522.7064248196492,12674.878745154298,Champions
12635,3.0,52.0,65.0,655.0266666666666,0.9599634074115284,0.5642966323386719,660.9276902878927,9769.498353756635,High Value
12637,9.0,68.0,77.0,820.8855555555556,0.979768480958289,1.3007877105596597,823.0134153342248,28259.8072601727,Champions
12638,1.0,86.0,91.0,511.69,0.9433870727163554,0.1905121876789592,528.2076833573111,2655.01790322008,Medium Value
12639,2.0,55.0,89.0,429.395,0.9144555558152452,0.2983230208535795,437.2476372762572,3447.0122722797105,Medium Value
12640,1.0,8.0,11.0,319.99,0.9334591387589788,0.8805716612213677,334.78008657735,7310.111550775548,High Value
12642,2.0,12.0,15.0,287.40500000000003,0.9594722512358036,1.2114337951416865,294.6207017025989,8938.846659014445,High Value
12643,9.0,69.0,87.0,621.18,0.950306357446654,1.1326500262992034,623.1094775387302,18700.669546852452,Champions
12644,3.0,81.0,99.0,409.52,0.961293705013108,0.3901110910816478,414.6879275717678,4294.254081199987,Medium Value
12645,7.0,90.0,95.0,411.0928571428572,0.9868186967308924,0.8633503989663973,413.305919903812,9476.822635580911,High Value
12646,1.0,7.0,7.0,615.28,0.9478422808831026,1.0957941849510449,632.7312344811304,17052.06417975604,Champions
12647,29.0,96.0,99.0,446.9013793103448,0.9948537848500638,3.2308912903277927,447.4460814435053,38493.23761381243,Champions
12648,3.0,78.0,100.0,278.0833333333333,0.9549779329832246,0.3840507313214993,282.85878398219086,2884.4981201279843,Medium Value
12649,5.0,84.0,99.0,349.43,0.9713245170307504,0.6065070686278481,352.41952661436574,5680.462817648985,High Value
12651,3.0,18.0,66.0,92.91666666666669,0.5510382610319348,0.3196999802053591,97.13919973626774,813.8810795264453,Low Value
12652,1.0,15.0,62.0,793.98,0.7511258719080007,0.2120798994799397,813.0416755065819,4492.528359135704,Medium Value
12653,2.0,54.0,75.0,1104.925,0.9393164565537722,0.356423086412497,1115.8079146765908,10452.316341978527,High Value
12654,3.0,41.0,42.0,127.12666666666668,0.9782970282272714,0.8256137481563188,131.45135262764325,2803.286241858755,Medium Value
12656,7.0,78.0,80.0,700.6899999999999,0.9892069987271788,1.008421077098378,703.2730397082601,18735.81206582184,Champions
12657,2.0,10.0,11.0,440.37,0.9669332140587936,1.4454921039236528,448.27186868636284,16116.127432390766,Champions
12662,18.0,88.0,88.0,316.12111111111113,0.9963804751336376,2.26483133417218,316.9339274318377,19039.76283604732,Champions
12663,1.0,6.0,95.0,67.64999999999999,0.4282990099520633,0.0832241052979315,80.16600326250715,176.27049187765618,Low Value
12664,10.0,103.0,104.0,495.096,0.9929297093283688,1.111987043429241,496.7196448234277,14716.660818796836,Champions
12665,2.0,49.0,95.0,54.4,0.8753445667681343,0.2693727452010809,60.57049307283456,432.0503117695077,Low Value
12668,8.0,96.0,97.0,1048.03625,0.9913292510937224,0.961566893265434,1050.6842722684084,26854.511801392742,Champions
12669,1.0,15.0,36.0,399.43,0.866134724843092,0.3803622818870382,414.93599835721494,4039.7661114333205,Medium Value
12670,6.0,94.0,95.0,538.115,0.9887611874411414,0.752892899437368,540.88682115976,10812.628030396085,High Value
12672,1.0,38.0,85.0,225.9,0.850280082140482,0.1824592133475679,239.84214927413385,1152.0539579614854,Low Value
12673,2.0,56.0,57.0,287.26,0.9696719691831792,0.4656082354221498,294.4750512648344,3571.623560011021,Medium Value
12674,3.0,24.0,29.0,431.2866666666667,0.9669445121070318,1.082732584913008,436.5195906703435,12069.245097036684,Champions
12675,1.0,3.0,82.0,12.75,0.3990723606496444,0.0884030009556415,24.771245499231917,57.58223885439083,Low Value
12676,8.0,66.0,69.0,234.8825,0.9888488347669608,1.29575730447352,236.62167320276012,8064.261053135326,High Value
12677,1.0,16.0,95.0,186.4,0.6287992902294952,0.1221839348804032,199.9861760200469,645.5863405268811,Low Value
12678,14.0,94.0,100.0,2194.6342857142854,0.9895167818116204,1.57688392715039,2196.8786716253458,92224.74107252888,Champions
12679,3.0,32.0,40.0,76.32000000000001,0.9622407122434964,0.8440445580775845,80.49297453445942,1752.1793989862965,Low Value
12680,3.0,16.0,16.0,171.67666666666665,0.9797654693029316,1.6301600701298764,176.13438131255347,7213.313007329451,High Value
12681,40.0,102.0,104.0,649.8555,0.9966389672679972,4.241756843705208,650.2957027841567,73564.36315873991,Champions
12682,43.0,105.0,105.0,473.57953488372095,0.9984718301013776,4.5232865863871705,473.95239773904393,57191.59091998942,Champions
12683,16.0,104.0,104.0,638.9625,0.9959354798830008,1.740033673318779,640.0572916933075,29687.470551639562,Champions
12684,5.0,29.0,30.0,324.106,0.9855433923813456,1.6566127406240911,327.0502094503499,13869.93695443635,Champions
12685,4.0,9.0,13.0,278.165,0.963323414197029,2.2920447439184457,281.7440990370907,16158.65737231694,Champions
12689,1.0,15.0,18.0,664.58,0.9375313479090552,0.6691419062895881,682.4755251501554,11455.429900556814,Champions
12691,5.0,56.0,60.0,185.56,0.982553415622834,0.9515007684274646,188.25628211636862,4686.325210480543,Medium Value
12693,6.0,56.0,74.0,154.27833333333334,0.9493420984131912,0.901904714854638,156.47793042158608,3718.2733165245427,Medium Value
