customer_id,frequency,recency,T,monetary_value
12527,4.0,64.0,75.0,103.92750000000001
12528,5.0,43.0,44.0,241.19
12530,8.0,84.0,92.0,382.5325
12531,1.0,96.0,98.0,125.22
12533,1.0,16.0,105.0,401.97
12535,1.0,13.0,26.0,344.9
12538,1.0,50.0,54.0,363.95
12539,5.0,99.0,102.0,1207.538
12540,29.0,101.0,104.0,652.4789655172414
12541,2.0,36.0,40.0,278.39
12542,1.0,22.0,91.0,117.09
12545,1.0,26.0,37.0,288.24
12546,1.0,5.0,11.0,345.3
12547,2.0,43.0,71.0,75.9
12549,2.0,17.0,99.0,506.13
12553,11.0,59.0,60.0,329.16
12556,1.0,14.0,21.0,290.81
12557,7.0,101.0,103.0,2306.214285714286
12559,1.0,1.0,45.0,75.60000000000001
12560,1.0,19.0,20.0,625.7
12562,8.0,61.0,62.0,504.615
12567,13.0,92.0,95.0,788.8615384615385
12569,19.0,36.0,36.0,154.21105263157895
12571,1.0,12.0,17.0,271.26
12572,1.0,6.0,7.0,433.68
12573,4.0,34.0,66.0,141.34750000000003
12575,1.0,10.0,75.0,263.02
12576,7.0,70.0,75.0,252.56714285714287
12577,4.0,100.0,105.0,350.65
12578,3.0,60.0,63.0,1042.1966666666667
12580,1.0,47.0,82.0,379.7
12582,3.0,48.0,82.0,327.7633333333334
12583,26.0,105.0,105.0,451.85153846153844
12584,8.0,40.0,40.0,234.315
12585,1.0,17.0,50.0,669.25
12586,3.0,101.0,103.0,546.7733333333333
12588,2.0,80.0,85.0,234.94
12589,4.0,94.0,98.0,658.3525
12591,2.0,13.0,58.0,271.0
12592,2.0,61.0,74.0,200.8
12593,2.0,16.0,31.0,91.05
12594,13.0,87.0,92.0,366.9976923076923
12596,1.0,27.0,34.0,236.32
12597,3.0,35.0,38.0,921.0233333333332
12598,8.0,91.0,92.0,449.5475
12599,12.0,78.0,82.0,130.27
12600,18.0,100.0,104.0,222.80722222222224
12601,5.0,31.0,58.0,97.412
12604,1.0,26.0,37.0,75.67999999999999
12605,2.0,11.0,65.0,451.98
12609,8.0,92.0,103.0,340.9075
12610,3.0,15.0,18.0,304.2633333333333
12613,7.0,95.0,103.0,724.3228571428572
12615,6.0,90.0,90.0,701.25
12616,2.0,42.0,55.0,320.65
12619,8.0,78.0,80.0,368.195
12620,2.0,27.0,29.0,370.875
12621,28.0,95.0,95.0,780.6700000000001
12623,6.0,60.0,99.0,319.3533333333333
12624,1.0,10.0,25.0,305.19
12625,3.0,55.0,85.0,1266.3966666666668
12626,8.0,43.0,46.0,625.3100000000001
12627,5.0,19.0,20.0,677.302
12628,2.0,9.0,9.0,208.41
12629,1.0,5.0,60.0,613.86
12630,1.0,5.0,6.0,449.09000000000003
12631,4.0,91.0,99.0,645.8475
12632,1.0,6.0,80.0,374.56
12633,6.0,67.0,75.0,519.9616666666667
12635,3.0,52.0,65.0,655.0266666666666
12637,9.0,68.0,77.0,820.8855555555556
12638,1.0,86.0,91.0,511.69
12639,2.0,55.0,89.0,429.395
12640,1.0,8.0,11.0,319.99
12642,2.0,12.0,15.0,287.40500000000003
12643,9.0,69.0,87.0,621.18
12644,3.0,81.0,99.0,409.52
12645,7.0,90.0,95.0,411.09285714285716
12646,1.0,7.0,7.0,615.28
12647,29.0,96.0,99.0,446.9013793103448
12648,3.0,78.0,100.0,278.0833333333333
12649,5.0,84.0,99.0,349.43
12651,3.0,18.0,66.0,92.91666666666667
12652,1.0,15.0,62.0,793.98
12653,2.0,54.0,75.0,1104.925
12654,3.0,41.0,42.0,127.12666666666667
12656,7.0,78.0,80.0,700.6899999999999
12657,2.0,10.0,11.0,440.37
12662,18.0,88.0,88.0,316.12111111111113
12663,1.0,6.0,95.0,67.64999999999999
12664,10.0,103.0,104.0,495.096
12665,2.0,49.0,95.0,54.4
12668,8.0,96.0,97.0,1048.03625
12669,1.0,15.0,36.0,399.43
12670,6.0,94.0,95.0,538.115
12672,1.0,38.0,85.0,225.9
12673,2.0,56.0,57.0,287.26
12674,3.0,24.0,29.0,431.2866666666667
12675,1.0,3.0,82.0,12.75
12676,8.0,66.0,69.0,234.8825
12677,1.0,16.0,95.0,186.4
12678,14.0,94.0,100.0,2194.6342857142854
12679,3.0,32.0,40.0,76.32000000000001
12680,3.0,16.0,16.0,171.67666666666665
12681,40.0,102.0,104.0,649.8555
12682,43.0,105.0,105.0,473.57953488372095
12683,16.0,104.0,104.0,638.9625
12684,5.0,29.0,30.0,324.106
12685,4.0,9.0,13.0,278.165
12689,1.0,15.0,18.0,664.58
12691,5.0,56.0,60.0,185.56
12693,6.0,56.0,74.0,154.27833333333334
12694,2.0,50.0,60.0,380.835
12695,6.0,94.0,95.0,146.24333333333334
12696,1.0,10.0,72.0,454.76
12697,2.0,20.0,24.0,223.545
12700,3.0,30.0,31.0,1180.52
12701,4.0,79.0,90.0,434.27250000000004
12703,2.0,88.0,98.0,197.5
12704,6.0,23.0,24.0,241.88
12705,10.0,74.0,76.0,956.923
12708,16.0,99.0,103.0,273.261875
12709,28.0,102.0,104.0,1013.3957142857143
12710,2.0,15.0,29.0,188.02999999999997
12711,1.0,9.0,96.0,735.75
12712,20.0,100.0,104.0,284.3615
12714,11.0,104.0,105.0,1114.46
12716,1.0,19.0,19.0,339.59000000000003
12717,2.0,63.0,84.0,415.49
12719,1.0,8.0,9.0,325.35
12720,22.0,72.0,72.0,276.39954545454543
12721,7.0,63.0,67.0,422.2185714285714
12722,3.0,9.0,21.0,225.57000000000002
12723,2.0,9.0,9.0,203.82999999999998
12724,6.0,75.0,76.0,261.02
12725,2.0,30.0,83.0,448.905
12726,10.0,85.0,89.0,334.524
12727,8.0,92.0,93.0,529.52625
12728,4.0,45.0,55.0,182.0825
12731,14.0,89.0,92.0,1714.6650000000002
12733,3.0,65.0,98.0,431.26666666666665
12734,2.0,6.0,56.0,236.65
12735,1.0,3.0,48.0,405.8
12739,1.0,42.0,56.0,975.54
12744,5.0,76.0,84.0,2381.0420000000004
12745,2.0,28.0,97.0,361.925
12747,24.0,104.0,104.0,342.27625000000006
12748,88.0,105.0,105.0,560.8969318181818
12749,6.0,74.0,74.0,1010.7433333333333
12753,5.0,49.0,52.0,3567.7599999999998
12754,2.0,11.0,44.0,1482.585
12755,7.0,59.0,99.0,747.6157142857143
12757,7.0,28.0,30.0,510.56
12758,6.0,89.0,105.0,1241.4266666666667
12759,7.0,98.0,105.0,594.9257142857142
12762,1.0,2.0,3.0,1296.93
12763,1.0,33.0,53.0,174.0
12765,5.0,24.0,91.0,233.516
12766,8.0,58.0,58.0,918.07875
12770,1.0,35.0,65.0,1351.45
12775,6.0,56.0,58.0,232.33333333333334
12778,8.0,83.0,86.0,149.135
12779,13.0,100.0,105.0,469.4069230769231
12781,1.0,31.0,40.0,237.48000000000002
12782,10.0,74.0,74.0,363.014
12783,3.0,11.0,11.0,337.6166666666666
12784,1.0,73.0,75.0,476.82
12785,2.0,52.0,104.0,296.75
12787,3.0,58.0,59.0,139.55333333333334
12788,3.0,9.0,75.0,79.60000000000001
12789,2.0,90.0,99.0,75.55
12790,1.0,31.0,58.0,294.92
12791,3.0,36.0,89.0,131.15666666666667
12792,1.0,40.0,76.0,344.54
12793,2.0,9.0,57.0,230.74
12794,1.0,7.0,14.0,543.41
12797,1.0,8.0,60.0,226.03
12798,3.0,59.0,60.0,2325.68
12800,1.0,29.0,96.0,152.92000000000002
12802,4.0,54.0,80.0,368.0425
12804,1.0,5.0,71.0,147.09
12805,3.0,42.0,96.0,331.48333333333335
12806,1.0,2.0,84.0,1489.46
12808,4.0,61.0,66.0,139.7625
12809,2.0,67.0,92.0,435.13
12810,1.0,20.0,96.0,375.33
12811,3.0,24.0,61.0,222.3166666666667
12813,2.0,28.0,99.0,697.8
12815,1.0,7.0,28.0,368.1
12816,1.0,12.0,25.0,213.55
12817,2.0,22.0,62.0,207.69000000000003
12820,10.0,105.0,105.0,254.12199999999999
12821,1.0,57.0,87.0,92.72
12822,1.0,2.0,12.0,257.98
12823,14.0,87.0,97.0,434.64285714285717
12825,1.0,17.0,91.0,303.8
12826,11.0,103.0,103.0,212.95909090909092
12827,2.0,5.0,6.0,106.2
12828,5.0,18.0,18.0,158.342
12829,2.0,30.0,78.0,146.5
12830,4.0,19.0,24.0,1148.2
12831,1.0,29.0,66.0,215.05
12832,1.0,10.0,14.0,115.23
12835,32.0,44.0,105.0,172.4128125
12836,13.0,97.0,105.0,473.2123076923077
12837,1.0,56.0,81.0,134.1
12838,9.0,79.0,84.0,305.3177777777778
12839,24.0,104.0,104.0,388.46333333333337
12840,6.0,76.0,96.0,648.6616666666667
12841,34.0,74.0,74.0,194.50294117647059
12842,3.0,95.0,105.0,506.93
12843,21.0,95.0,104.0,304.2895238095238
12844,3.0,81.0,85.0,175.19000000000003
12845,1.0,3.0,41.0,289.0
12847,1.0,52.0,55.0,843.64
12849,5.0,80.0,84.0,512.0060000000001
12851,1.0,54.0,68.0,131.81
12853,6.0,77.0,96.0,582.4166666666666
12854,5.0,93.0,104.0,489.706
12855,2.0,4.0,57.0,114.75999999999999
12856,5.0,8.0,9.0,355.658
12857,5.0,67.0,97.0,696.6800000000001
12862,1.0,10.0,71.0,493.89
12863,5.0,77.0,84.0,432.03999999999996
12864,1.0,52.0,72.0,147.12
12865,3.0,64.0,68.0,760.1066666666667
12866,2.0,32.0,72.0,389.76
12867,12.0,99.0,103.0,628.5641666666667
12868,7.0,30.0,56.0,248.95857142857145
12870,2.0,36.0,89.0,733.825
12871,2.0,51.0,63.0,190.32
12872,11.0,59.0,105.0,261.5218181818182
12873,2.0,57.0,97.0,767.4499999999999
12874,1.0,24.0,79.0,414.15999999999997
12875,4.0,79.0,99.0,262.9275
12876,3.0,76.0,84.0,985.4166666666666
12877,19.0,98.0,98.0,139.08684210526317
12878,1.0,4.0,38.0,539.8100000000001
12879,2.0,7.0,13.0,216.35999999999999
12880,1.0,28.0,82.0,302.95
12882,1.0,4.0,5.0,991.1999999999999
12883,1.0,10.0,13.0,411.84000000000003
12885,1.0,8.0,17.0,529.87
12886,1.0,22.0,31.0,603.4
12888,1.0,6.0,36.0,81.36
12889,3.0,18.0,72.0,95.35000000000001
12890,1.0,52.0,55.0,376.72
12891,9.0,68.0,94.0,91.05555555555556
12895,1.0,6.0,12.0,105.0
12897,3.0,48.0,77.0,136.70000000000002
12898,1.0,28.0,94.0,152.64
12901,19.0,37.0,38.0,910.7757894736841
12904,1.0,22.0,24.0,251.37
12905,1.0,15.0,97.0,424.76
12906,1.0,10.0,11.0,983.22
12907,1.0,14.0,70.0,180.48000000000002
12908,4.0,65.0,90.0,364.5
12909,6.0,88.0,93.0,469.84666666666664
12910,9.0,86.0,89.0,530.9511111111111
12912,4.0,6.0,6.0,336.06000000000006
12913,12.0,105.0,105.0,478.77333333333337
12915,3.0,63.0,84.0,256.26666666666665
12916,6.0,78.0,98.0,683.4
12917,4.0,86.0,104.0,701.575
12919,5.0,23.0,24.0,225.798
12920,2.0,101.0,103.0,173.87
12921,41.0,104.0,105.0,828.7619512195122
12923,2.0,73.0,82.0,171.485
12924,10.0,92.0,104.0,225.19
12925,2.0,84.0,84.0,347.025
12926,3.0,44.0,103.0,384.27333333333337
12928,9.0,73.0,78.0,424.4555555555556
12930,1.0,13.0,24.0,194.24
12931,34.0,102.0,105.0,2678.7820588235295
12932,6.0,18.0,95.0,212.3066666666667
12933,6.0,101.0,104.0,246.8066666666667
12935,12.0,87.0,87.0,313.76666666666665
12936,2.0,9.0,11.0,132.72
12937,8.0,103.0,105.0,365.94375
12939,14.0,90.0,99.0,1769.2714285714285
12940,1.0,4.0,12.0,538.42
12942,2.0,33.0,52.0,208.425
12943,1.0,6.0,86.0,180.64999999999998
12944,1.0,45.0,50.0,317.56
12945,1.0,53.0,94.0,462.95
12947,4.0,33.0,53.0,324.9875
12948,8.0,103.0,105.0,273.61875
12949,14.0,101.0,105.0,980.8571428571429
12950,2.0,3.0,3.0,765.7
12951,14.0,99.0,100.0,217.53
12952,2.0,10.0,11.0,328.125
12953,1.0,73.0,74.0,329.85
12955,10.0,38.0,38.0,428.334
12956,2.0,59.0,103.0,122.595
12957,10.0,103.0,104.0,759.902
12958,1.0,26.0,83.0,300.45
12960,3.0,35.0,94.0,302.8
12962,1.0,15.0,16.0,95.85000000000001
12963,9.0,73.0,74.0,279.96777777777777
12967,2.0,4.0,55.0,830.45
12970,4.0,104.0,105.0,303.90250000000003
12971,65.0,103.0,103.0,240.66384615384615
12972,3.0,35.0,94.0,230.56333333333336
12974,1.0,53.0,81.0,144.8
12975,3.0,43.0,105.0,552.82
12976,6.0,65.0,95.0,463.1266666666667
12977,2.0,51.0,73.0,144.465
12978,4.0,49.0,104.0,389.31
12980,20.0,83.0,105.0,774.579
12981,1.0,15.0,19.0,185.04
12982,7.0,52.0,86.0,291.8342857142857
12985,1.0,4.0,4.0,485.0
12986,6.0,37.0,98.0,404.3283333333334
12987,4.0,88.0,98.0,257.47
12989,26.0,104.0,104.0,505.3326923076923
12990,6.0,84.0,88.0,139.75
12991,2.0,52.0,55.0,251.88
12993,6.0,91.0,94.0,181.67999999999998
12994,2.0,38.0,38.0,310.90999999999997
12997,7.0,84.0,87.0,301.13714285714286
12998,2.0,23.0,93.0,309.94
12999,2.0,7.0,35.0,67.8
13000,3.0,88.0,103.0,178.28333333333333
13001,31.0,105.0,105.0,747.5070967741935
13002,2.0,17.0,62.0,116.875
13003,2.0,15.0,30.0,45.0
13004,33.0,102.0,103.0,343.7669696969697
13005,3.0,40.0,65.0,256.65000000000003
13008,2.0,57.0,103.0,211.41
13010,1.0,39.0,92.0,153.0
13012,9.0,83.0,84.0,286.21555555555557
13013,25.0,103.0,103.0,413.6368
13014,10.0,61.0,62.0,346.628
13015,7.0,79.0,86.0,834.8771428571428
13016,1.0,7.0,17.0,364.64
13018,22.0,90.0,92.0,406.5663636363637
13019,5.0,51.0,105.0,194.99
13020,1.0,14.0,94.0,170.95
13021,15.0,105.0,105.0,310.2353333333333
13023,2.0,66.0,75.0,299.95
13024,1.0,16.0,83.0,308.04
13026,8.0,104.0,104.0,174.6375
13027,16.0,82.0,98.0,1041.45
13028,1.0,3.0,6.0,305.38
13029,4.0,71.0,75.0,394.9
13030,1.0,51.0,52.0,350.08
13031,4.0,21.0,79.0,586.03
13032,5.0,59.0,66.0,458.026
13033,1.0,10.0,61.0,190.55
13034,2.0,49.0,57.0,321.385
13035,2.0,51.0,61.0,460.94
13037,10.0,85.0,105.0,360.17600000000004
13038,2.0,30.0,41.0,256.68
13039,3.0,20.0,103.0,282.6433333333334
13040,1.0,4.0,5.0,373.74
13041,3.0,20.0,84.0,180.99
13042,2.0,19.0,104.0,411.72
13044,10.0,59.0,100.0,467.07
13045,2.0,55.0,69.0,241.74
13046,2.0,61.0,65.0,314.65500000000003
13047,17.0,95.0,103.0,477.4870588235294
13048,8.0,95.0,97.0,456.81625
13049,3.0,48.0,57.0,386.8933333333334
13050,31.0,101.0,103.0,372.5606451612903
13051,1.0,6.0,88.0,80.8
13052,5.0,63.0,93.0,511.50200000000007
13055,2.0,50.0,61.0,607.2049999999999
13057,1.0,14.0,90.0,356.09999999999997
13058,2.0,18.0,21.0,111.925
13059,8.0,53.0,88.0,209.635
13064,5.0,82.0,84.0,285.438
13065,4.0,25.0,78.0,216.87
13066,1.0,1.0,4.0,318.99
13067,2.0,52.0,64.0,128.555
13068,1.0,44.0,45.0,179.0
13069,30.0,77.0,77.0,284.129
13070,3.0,77.0,104.0,199.16666666666666
13073,1.0,3.0,62.0,115.19999999999999
13074,3.0,30.0,103.0,355.1466666666667
13077,9.0,104.0,104.0,280.24555555555554
13078,51.0,105.0,105.0,556.6221568627451
13079,5.0,59.0,59.0,44.02
13080,3.0,62.0,87.0,70.14333333333333
13081,22.0,103.0,104.0,2479.6722727272727
13082,15.0,84.0,102.0,476.238
13083,2.0,61.0,61.0,151.875
13085,3.0,83.0,105.0,445.49333333333334
13089,83.0,105.0,105.0,1362.0338554216867
13090,20.0,69.0,70.0,635.5310000000001
13091,1.0,100.0,104.0,345.82
13092,11.0,85.0,95.0,153.8390909090909
13093,36.0,66.0,105.0,1476.4105555555554
13094,11.0,52.0,55.0,175.2109090909091
13097,21.0,101.0,105.0,593.8395238095238
13098,22.0,45.0,45.0,1283.3472727272726
13101,3.0,64.0,97.0,175.61666666666667
13102,30.0,83.0,83.0,356.9486666666666
13103,2.0,77.0,82.0,293.15
13104,8.0,93.0,93.0,201.555
13106,1.0,40.0,59.0,76.5
13107,8.0,90.0,96.0,580.84625
13108,1.0,9.0,62.0,350.06
13109,2.0,71.0,79.0,393.27
13110,10.0,101.0,105.0,259.469
13113,35.0,89.0,89.0,506.18514285714286
13115,8.0,84.0,85.0,592.525
13117,17.0,86.0,89.0,125.1435294117647
13118,7.0,60.0,63.0,313.4342857142857
13122,1.0,21.0,34.0,18.72
13123,1.0,8.0,75.0,151.31
13124,3.0,42.0,55.0,1252.11
13126,11.0,92.0,92.0,300.9054545454546
13129,1.0,11.0,75.0,124.5
13131,5.0,92.0,95.0,532.472
13133,2.0,26.0,65.0,54.9
13134,5.0,47.0,59.0,440.276
13135,1.0,42.0,70.0,3096.0
13136,8.0,96.0,104.0,715.68375
13137,14.0,71.0,72.0,482.54928571428576
13138,6.0,53.0,56.0,160.39833333333334
13139,6.0,60.0,62.0,844.1566666666668
13140,4.0,55.0,70.0,200.655
13141,13.0,92.0,104.0,561.8946153846153
13144,1.0,14.0,61.0,110.95
13145,6.0,80.0,85.0,171.08666666666667
13147,3.0,13.0,14.0,198.0
13148,17.0,100.0,104.0,479.81882352941176
13149,3.0,39.0,41.0,433.10666666666674
13150,1.0,21.0,90.0,273.45
13151,1.0,47.0,89.0,1257.8700000000001
13152,6.0,40.0,99.0,277.6516666666667
13154,2.0,48.0,105.0,643.87
13155,5.0,65.0,70.0,226.956
13156,2.0,41.0,96.0,396.31
13157,7.0,84.0,91.0,784.88
13158,4.0,42.0,55.0,300.265
13159,3.0,15.0,16.0,324.0133333333333
13161,1.0,26.0,71.0,112.75
13162,14.0,88.0,105.0,612.9492857142858
13164,1.0,14.0,95.0,96.4
13165,2.0,53.0,59.0,510.73999999999995
13166,1.0,19.0,59.0,417.2
13167,4.0,54.0,56.0,194.83249999999998
13168,4.0,72.0,77.0,324.89750000000004
13169,2.0,71.0,80.0,356.44000000000005
13171,2.0,40.0,43.0,164.03
13173,9.0,104.0,104.0,231.9022222222222
13174,9.0,103.0,105.0,815.7855555555556
13175,1.0,22.0,105.0,512.3
13177,1.0,52.0,61.0,282.45
13178,20.0,99.0,103.0,672.02
13183,14.0,90.0,91.0,467.33857142857147
13184,7.0,39.0,41.0,207.91857142857143
13186,2.0,13.0,18.0,293.77500000000003
13187,1.0,41.0,89.0,236.02
13189,1.0,14.0,16.0,133.68
13190,2.0,26.0,104.0,211.78
13192,4.0,85.0,98.0,458.41499999999996
13194,1.0,41.0,60.0,60.7
13196,5.0,87.0,88.0,573.774
13198,7.0,61.0,62.0,593.1985714285714
13199,48.0,105.0,105.0,329.3952083333333
13200,2.0,15.0,18.0,275.385
13201,3.0,20.0,92.0,305.43666666666667
13202,6.0,48.0,104.0,210.01666666666668
13203,9.0,102.0,103.0,256.48333333333335
13206,10.0,47.0,104.0,676.8480000000001
13207,3.0,85.0,87.0,107.22000000000001
13208,7.0,97.0,105.0,270.1
13209,10.0,94.0,98.0,825.2209999999999
13211,8.0,104.0,105.0,297.86625000000004
13212,1.0,6.0,9.0,495.36
13213,9.0,73.0,81.0,395.1077777777778
13214,6.0,33.0,92.0,269.43333333333334
13217,3.0,76.0,93.0,177.99333333333334
13220,4.0,71.0,82.0,204.8225
13221,1.0,17.0,51.0,346.7
13223,5.0,67.0,95.0,150.504
13224,1.0,13.0,21.0,940.69
13225,14.0,103.0,103.0,1059.6264285714285
13226,1.0,17.0,56.0,108.21000000000001
13230,27.0,90.0,90.0,216.60222222222222
13232,6.0,33.0,35.0,201.72
13233,3.0,89.0,99.0,295.27666666666664
13234,1.0,8.0,104.0,118.10000000000001
13236,1.0,12.0,15.0,305.62
13238,5.0,82.0,84.0,177.926
13239,4.0,35.0,72.0,328.74
13240,6.0,79.0,93.0,216.68166666666664
13242,5.0,79.0,95.0,116.47999999999999
13243,2.0,61.0,90.0,484.38
13245,1.0,55.0,62.0,430.5
13246,10.0,73.0,75.0,319.45799999999997
13247,3.0,10.0,12.0,65.35000000000001
13248,1.0,9.0,27.0,78.21000000000001
13249,7.0,85.0,98.0,218.93285714285713
13250,1.0,6.0,72.0,120.0
13252,1.0,33.0,89.0,52.4
13253,3.0,78.0,100.0,658.9066666666666
13255,2.0,72.0,73.0,199.755
13258,4.0,56.0,57.0,218.3075
13259,6.0,91.0,100.0,207.79
13261,1.0,3.0,41.0,99.0
13262,2.0,49.0,86.0,170.51999999999998
13263,32.0,59.0,59.0,258.1290625
13265,4.0,32.0,39.0,446.305
13266,18.0,102.0,103.0,324.4161111111111
13267,26.0,104.0,104.0,350.8946153846154
13268,9.0,36.0,38.0,278.24222222222227
13269,20.0,105.0,105.0,416.724
13272,1.0,9.0,13.0,135.6
13275,1.0,35.0,90.0,61.5
13276,4.0,83.0,92.0,376.87
13277,6.0,75.0,77.0,86.06666666666666
13278,3.0,81.0,87.0,379.3866666666667
13280,5.0,75.0,92.0,362.966
13282,3.0,56.0,58.0,377.38000000000005
13283,3.0,83.0,91.0,81.85333333333334
13285,5.0,86.0,89.0,604.858
13287,2.0,14.0,100.0,258.605
13288,4.0,32.0,95.0,140.4625
13291,10.0,73.0,95.0,309.142
13292,4.0,70.0,75.0,196.015
13293,5.0,39.0,95.0,191.268
13294,2.0,65.0,92.0,436.87
13295,3.0,31.0,82.0,265.1566666666667
13296,5.0,63.0,82.0,134.23200000000003
13297,5.0,76.0,77.0,742.41
13299,2.0,37.0,75.0,433.76
13300,2.0,58.0,82.0,485.265
13301,3.0,27.0,42.0,142.09333333333333
13302,1.0,53.0,75.0,63.75
13304,3.0,45.0,95.0,303.38000000000005
13305,15.0,91.0,91.0,213.51533333333333
13307,2.0,67.0,84.0,22.8
13308,3.0,82.0,85.0,461.83666666666664
13309,5.0,55.0,56.0,291.358
13310,4.0,53.0,57.0,322.9375
13311,1.0,21.0,21.0,108.46000000000001
13313,10.0,102.0,105.0,306.14300000000003
13314,2.0,10.0,10.0,138.16
13316,8.0,86.0,91.0,1365.4325
13317,14.0,95.0,104.0,433.51928571428573
13318,2.0,5.0,5.0,168.9
13319,37.0,104.0,105.0,559.3681081081081
13320,4.0,57.0,68.0,476.25
13321,1.0,2.0,12.0,308.32
