clv_12m,clv_segment,prob_alive,frequency,monetary_value
2496.989351115342,Medium Value,0.9140953992032052,1.0,510.73
2975.7393635320923,Medium Value,0.9668786876195684,2.0,225.15
13457.92445448156,Champions,0.9841574953276524,6.0,331.20666666666665
17904.283081434958,Champions,0.9866162028318248,5.0,887.01
27201.04436364541,Champions,0.9914556450906435,22.0,414.4068181818182
14759.395854636468,Champions,0.9289995827059429,1.0,1042.66
72122.78446863026,Champions,0.9920025654605482,8.0,2080.2175
5098.842719418163,High Value,0.9500657483537795,2.0,403.07
39934.12442919458,Champions,0.9779652536235114,5.0,2583.586
30401.236265594525,Champions,0.997885345066262,31.0,347.0361290322581
27254.968191416847,Champions,0.941765723530391,1.0,1696.78
169.6888387836571,Low Value,0.3979062920363036,1.0,76.52000000000001
1022.02192102398,Low Value,0.7995334423619078,1.0,250.69
22517.04466546101,Champions,0.9763775758508983,4.0,553.815
641.9965920798809,Low Value,0.944026292045077,1.0,77.4
18038.33384614957,Champions,0.98115075700696,4.0,899.0725
2424.031003630971,Medium Value,0.9308123262863992,4.0,134.945
42841.25955515744,Champions,0.9885924103541216,6.0,1746.4350000000002
62507.93481552128,Champions,0.9686875577816266,3.0,3908.7533333333336
12326.20496846608,Champions,0.98229745199181,8.0,510.815
15575.008757375055,Champions,0.9581001937570212,2.0,900.435
9887.271677666136,High Value,0.9735782545054398,5.0,408.646
5537.213173448108,High Value,0.9670732499960498,3.0,385.6266666666667
3329.7836492333017,Medium Value,0.9445112827180008,1.0,343.48
7374.965265226488,High Value,0.962412651384814,3.0,295.40333333333336
5026.997714062409,High Value,0.9880679660655284,6.0,131.35833333333332
4019.5746890136425,Medium Value,0.9425274121305172,1.0,271.25
9353.4692194305,High Value,0.9419610194370456,4.0,708.3775
2785.1934893776584,Medium Value,0.3948100624956773,1.0,1113.7
96634.38194353228,Champions,0.9983579793085712,40.0,852.27425
40017.57324062313,Champions,0.992936923199878,18.0,765.27
20994.869799455977,Champions,0.9499361315182576,2.0,998.02
34554.90100762013,Champions,0.9957245819913952,25.0,446.802
5006.729640032962,High Value,0.9378979815686008,1.0,669.38
45324.739098979626,Champions,0.9933311381321872,14.0,801.0121428571429
62833.647139276,Champions,0.989580134651132,8.0,2281.8925
18740.09142205503,Champions,0.9853274898405312,6.0,739.4916666666667
27753.19251066704,Champions,0.9915564703012494,11.0,733.0827272727273
2050.2534762398445,Medium Value,0.0365060892086696,4.0,3875.99
11851.409227741777,Champions,0.9946660477603164,17.0,226.3223529411765
16083.07454732413,Champions,0.9869113767669612,7.0,711.5642857142857
12694.966856960804,Champions,0.9669332140587936,2.0,345.635
23554.58813524581,Champions,0.9959286519182948,19.0,433.3
1437.776311706385,Low Value,0.957566891648958,2.0,113.605
2095.604458027543,Medium Value,0.791512687635193,1.0,183.24
4742.215766864326,Medium Value,0.990338779256,8.0,159.05
20045.28596612999,Champions,0.960722261795108,2.0,2473.3700000000003
3805.301401636804,Medium Value,0.9305343129485814,1.0,138.45
16077.135108314244,Champions,0.9929581680942078,14.0,367.23785714285714
15851.882637396257,Champions,0.9460650592688272,4.0,622.655
2348.586182475518,Medium Value,0.9781451237984558,3.0,190.88333333333333
4258.8800898735,Medium Value,0.9541411154555458,3.0,350.93666666666667
8122.458060108369,High Value,0.9631470290029648,6.0,452.525
4928.091713969714,High Value,0.8904134778400218,1.0,1017.68
7125.738349818177,High Value,0.9684743916622254,3.0,593.0533333333334
15228.288874741778,Champions,0.9695239182782406,3.0,517.3000000000001
20489.777527947102,Champions,0.9845067879134872,4.0,388.015
1859.3697258001407,Low Value,0.9364880193916686,1.0,276.84000000000003
10195.59779658649,High Value,0.9509410287954362,4.0,362.21
2536.84451718265,Medium Value,0.9104733536869684,1.0,85.32000000000001
11334.968435170082,Champions,0.994356627863422,20.0,196.7895
29304.888158769085,Champions,0.9949729545263192,15.0,620.4806666666667
1011.9204154742828,Low Value,0.5738100028431947,2.0,203.65
11665.99318922166,Champions,0.9708425426403496,2.0,344.18
1805.115755371446,Low Value,0.9707374017786046,4.0,103.9275
7798.124142102223,High Value,0.986063843595966,5.0,241.19
10210.008283016145,High Value,0.9838854350332682,8.0,382.5325
653.7595610896094,Low Value,0.9462414456472172,1.0,125.22
1162.7840168053594,Low Value,0.5918695513974201,1.0,401.97
4559.075559104509,Medium Value,0.8949830131902876,1.0,344.9
2938.501382004996,Medium Value,0.9421332686673471,1.0,363.95
19309.64602404296,Champions,0.9853803665601724,5.0,1207.538
53825.271149205095,Champions,0.9950377683672124,29.0,652.4789655172414
4542.367668827254,Medium Value,0.9637725943850076,2.0,278.39
498.8961867813935,Low Value,0.7199822905354857,1.0,117.09
3069.184486367768,Medium Value,0.9203667574243218,1.0,288.24
7685.382041760648,High Value,0.9118223040440798,1.0,345.3
784.0386627724126,Low Value,0.913831957324336,2.0,75.9
1768.6105042583763,Low Value,0.4373742053444627,2.0,506.13
17072.672654154885,Champions,0.9930687471503284,11.0,329.16
4582.479945185641,Medium Value,0.9218423225765698,1.0,290.81
49519.49996051786,Champions,0.989577579567146,7.0,2306.214285714286
458.48122662797584,Low Value,0.5474910645174947,1.0,75.60000000000001
10203.5041599203,High Value,0.9449344332176028,1.0,625.7
18904.71483044297,Champions,0.990981467111558,8.0,504.615
32432.90157532257,Champions,0.9926130593244048,13.0,788.8615384615385
20137.561744610222,Champions,0.9965683296600132,19.0,154.21105263157895
4908.303106040006,High Value,0.927883208435588,1.0,271.26
12046.77787139841,Champions,0.942594192939864,1.0,433.68
2321.607926753771,Medium Value,0.8310946400592725,4.0,141.34750000000005
1061.9393155369344,Low Value,0.6096607756716885,1.0,263.02
7136.789306238957,High Value,0.9855883188625908,7.0,252.56714285714287
4518.5533344269925,Medium Value,0.9809777047559376,4.0,350.65
16187.213575886835,Champions,0.9764532588886492,3.0,1042.1966666666667
2046.343169827501,Medium Value,0.889326681299763,1.0,379.7
3785.755537867249,Medium Value,0.898068582706955,3.0,327.7633333333334
33324.98958666607,Champions,0.9974828250808088,26.0,451.8515384615384
12463.254936855958,Champions,0.9920025654605482,8.0,234.315
4953.265832684931,High Value,0.8242102518868207,1.0,669.25
5623.881396283291,High Value,0.9784128908696492,3.0,546.7733333333333
2096.596502571759,Medium Value,0.9664095475620188,2.0,234.94
8980.748302513544,High Value,0.981557852583168,4.0,658.3525
2210.594601828172,Medium Value,0.6444106345705852,2.0,271.0
1999.548278497719,Low Value,0.9548466139249624,2.0,200.8
1758.9180652485095,Low Value,0.907586213468108,2.0,91.05
15495.816364015522,Champions,0.9901473772006256,13.0,366.9976923076923
2732.6997822741423,Medium Value,0.9312375004122286,1.0,236.32
21255.63904132168,Champions,0.9744762279126904,3.0,921.0233333333332
12082.113038149875,Champions,0.991294805490072,8.0,449.5475
5659.839898865735,High Value,0.9905777444171447,12.0,130.27
11577.41771270011,Champions,0.9929787358666649,18.0,222.80722222222224
2126.864034703084,Medium Value,0.8170539205652109,5.0,97.412
894.8548920284964,Low Value,0.9203667574243218,1.0,75.67999999999999
2697.1251053218502,Medium Value,0.5219083340851335,2.0,451.98
8225.194789318077,High Value,0.980763158718956,8.0,340.9075
11692.189651636314,Champions,0.9696859867985812,3.0,304.2633333333333
15491.597071812446,Champions,0.9841131344836508,7.0,724.3228571428572
14762.883992840496,Champions,0.9894506139877156,6.0,701.25
4003.253485509764,Medium Value,0.9480441014261644,2.0,320.65
11152.323445563135,High Value,0.990297879221124,8.0,368.195
7630.454177199967,High Value,0.9665628602781908,2.0,370.875
67517.5630229771,Champions,0.9976609205622486,28.0,780.6700000000001
5206.203778661959,High Value,0.829423657684571,6.0,319.3533333333333
4071.8289725025465,Medium Value,0.8760235592346091,1.0,305.19
14444.094115345715,Champions,0.9225643256031522,3.0,1266.3966666666668
29614.573419521483,Champions,0.9871864116919334,8.0,625.3100000000001
37798.96807445097,Champions,0.9848449555890306,5.0,677.302
8524.889661733181,High Value,0.9708425426403496,2.0,208.41
2734.4575363528543,Medium Value,0.5732565432248927,1.0,613.86
13173.496041625962,Champions,0.94224795812061,1.0,449.09
8701.601441849578,High Value,0.9779850603907004,4.0,645.8475
1144.5906890723231,Low Value,0.4935880551003682,1.0,374.56
12674.878745154298,Champions,0.9797814044206946,6.0,519.9616666666667
9769.498353756637,High Value,0.9599634074115284,3.0,655.0266666666666
28259.8072601727,Champions,0.979768480958289,9.0,820.8855555555556
2655.01790322008,Medium Value,0.9433870727163554,1.0,511.69
3447.0122722797105,Medium Value,0.9144555558152452,2.0,429.395
7310.111550775548,High Value,0.9334591387589788,1.0,319.99
8938.846659014445,High Value,0.9594722512358036,2.0,287.40500000000003
18700.66954685245,Champions,0.950306357446654,9.0,621.18
4294.254081199987,Medium Value,0.961293705013108,3.0,409.52
9476.822635580913,High Value,0.9868186967308924,7.0,411.0928571428572
17052.06417975604,Champions,0.9478422808831026,1.0,615.28
38493.23761381243,Champions,0.9948537848500638,29.0,446.9013793103448
2884.4981201279843,Medium Value,0.9549779329832246,3.0,278.0833333333333
5680.462817648985,High Value,0.9713245170307504,5.0,349.43
813.8810795264453,Low Value,0.5510382610319348,3.0,92.91666666666669
4492.528359135704,Medium Value,0.7511258719080007,1.0,793.98
10452.316341978529,High Value,0.9393164565537722,2.0,1104.925
2803.286241858755,Medium Value,0.9782970282272714,3.0,127.12666666666668
18735.81206582184,Champions,0.9892069987271788,7.0,700.6899999999999
16116.127432390766,Champions,0.9669332140587936,2.0,440.37
19039.76283604732,Champions,0.9963804751336376,18.0,316.12111111111113
176.27049187765618,Low Value,0.4282990099520633,1.0,67.64999999999999
14716.660818796836,Champions,0.9929297093283688,10.0,495.096
432.0503117695077,Low Value,0.8753445667681343,2.0,54.4
26854.511801392742,Champions,0.9913292510937224,8.0,1048.03625
4039.766111433321,Medium Value,0.866134724843092,1.0,399.43
10812.628030396085,High Value,0.9887611874411414,6.0,538.115
1152.0539579614854,Low Value,0.850280082140482,1.0,225.9
3571.623560011021,Medium Value,0.9696719691831792,2.0,287.26
12069.245097036684,Champions,0.9669445121070318,3.0,431.2866666666667
57.58223885439083,Low Value,0.3990723606496444,1.0,12.75
8064.261053135326,High Value,0.9888488347669608,8.0,234.8825
645.5863405268811,Low Value,0.6287992902294952,1.0,186.4
92224.74107252888,Champions,0.9895167818116204,14.0,2194.6342857142854
1752.1793989862963,Low Value,0.9622407122434964,3.0,76.32000000000001
7213.313007329451,High Value,0.9797654693029316,3.0,171.67666666666665
73564.36315873991,Champions,0.9966389672679972,40.0,649.8555
57191.59091998942,Champions,0.9984718301013776,43.0,473.57953488372095
29687.47055163956,Champions,0.9959354798830008,16.0,638.9625
13869.93695443635,Champions,0.9855433923813456,5.0,324.106
16158.65737231694,Champions,0.963323414197029,4.0,278.165
11455.429900556814,Champions,0.9375313479090552,1.0,664.58
4686.325210480543,Medium Value,0.982553415622834,5.0,185.56
3718.273316524543,Medium Value,0.9493420984131912,6.0,154.27833333333334
4458.006933780053,Medium Value,0.9564644134377324,2.0,380.835
2967.217184100706,Medium Value,0.9887611874411414,6.0,146.24333333333334
1909.959165864552,Low Value,0.6241459085666706,1.0,454.76
5247.88020764754,High Value,0.9596896926032028,2.0,223.545
31691.154727950383,Champions,0.977884648076316,3.0,1180.52
6339.796011440714,High Value,0.9735251988073595,4.0,434.2725
1559.6643386782264,Low Value,0.9624123914512313,2.0,197.5
14208.155867227875,Champions,0.9871698463912394,6.0,241.88
37175.42094969186,Champions,0.9917389547508524,10.0,956.923
12781.236408822,Champions,0.992617286053486,16.0,273.261875
80856.01319907856,Champions,0.9961246887750944,28.0,1013.3957142857143
3697.795208814857,Medium Value,0.9100382584153608,2.0,188.03
1902.3050355809585,Low Value,0.495723553108973,1.0,735.75
16345.048317494624,Champions,0.9932056091889226,20.0,284.3615
35887.69618087925,Champions,0.9935061604741696,11.0,1114.46
5822.920572970538,High Value,0.9478422808831026,1.0,339.59000000000003
3619.26351110247,Medium Value,0.9438829895037184,2.0,415.49
8233.478009663844,High Value,0.9431723017567492,1.0,325.35
23976.333047757085,Champions,0.9970306589758736,22.0,276.39954545454543
13086.32116570459,Champions,0.9863634835754246,7.0,422.2185714285714
7266.835388338522,High Value,0.8901080671170096,3.0,225.57
8342.705001532055,High Value,0.9708425426403496,2.0,203.83
6372.458140458944,High Value,0.9886027871444204,6.0,261.02
3236.0910140527885,Medium Value,0.77399604776359,2.0,448.905
11364.549993453547,Champions,0.9900361479518688,10.0,334.524
14092.297298049289,Champions,0.9913019735455812,8.0,529.52625
4018.323132207863,Medium Value,0.966738575799451,4.0,182.0825
77737.27640853052,Champions,0.9928405468327935,14.0,1714.6650000000002
4394.390270380853,Medium Value,0.926333084814702,3.0,431.26666666666665
1323.5553959537856,Low Value,0.4281557925472973,2.0,236.65
2257.1254165992727,Medium Value,0.5931730789655063,1.0,405.8
7352.730003899318,High Value,0.9237236923677284,1.0,975.54
44716.91901544688,Champions,0.9793517892771793,5.0,2381.0420000000004
1984.999310520472,Low Value,0.6713202134675659,2.0,361.925
23555.34407250021,Champions,0.997275374452685,24.0,342.27625000000006
137535.9860602286,Champions,0.9992509106095728,88.0,560.8969318181818
25118.382055119848,Champions,0.9894506139877156,6.0,1010.7433333333332
100007.43771233564,Champions,0.9834344157199412,5.0,3567.76
16654.627821349262,Champions,0.7258441494472172,2.0,1482.585
12865.05441267576,Champions,0.7649306162073033,7.0,747.6157142857143
29422.41720796544,Champions,0.9865994770874,7.0,510.56
22420.46423019605,Champions,0.971778089132236,6.0,1241.4266666666667
12533.437597506045,Champions,0.9853402091000546,7.0,594.9257142857142
45177.133168601766,Champions,0.940867827809362,1.0,1296.93
1416.2421648504867,Low Value,0.9046764590551508,1.0,174.0
592.6437397961837,Low Value,0.1404876272291347,5.0,233.516
36307.59755092141,Champions,0.9920025654605482,8.0,918.07875
8604.266782954073,High Value,0.8839520819736061,1.0,1351.45
7091.498633859816,High Value,0.987154726679907,6.0,232.3333333333333
4268.063763703448,Medium Value,0.9894927205608358,8.0,149.135
17668.127070058177,Champions,0.9908896050442684,13.0,469.4069230769231
2426.443350283325,Medium Value,0.9284260231317354,1.0,237.48
14478.965102562684,Champions,0.9935603502954948,10.0,363.014
17110.83841916681,Champions,0.9797654693029316,3.0,337.6166666666666
2929.087747549071,Medium Value,0.9457972209496596,1.0,476.82
1981.2532199549728,Low Value,0.8653432432150652,2.0,296.75
2347.829609345749,Medium Value,0.9786687324756354,3.0,139.55333333333334
188.5374378018233,Low Value,0.1646669276109154,3.0,79.60000000000001
619.7459364416588,Low Value,0.9634717156222684,2.0,75.55
2126.9419078501696,Medium Value,0.884864721887868,1.0,294.92
1185.7844529108295,Low Value,0.7408717779257531,3.0,131.15666666666667
1961.594246897446,Low Value,0.8782596762206974,1.0,344.54
1580.0303867387886,Low Value,0.5314239923290374,2.0,230.74
10542.133700037126,High Value,0.9105600233381272,1.0,543.41
1170.774844170019,Low Value,0.6456883822586791,1.0,226.03
37601.31696869416,Champions,0.9786848244162102,3.0,2325.68
649.4042306721686,Low Value,0.7680127312866109,1.0,152.92000000000002
5670.410120050065,High Value,0.9277838495788192,4.0,368.0425
539.3976287043763,Low Value,0.5115726155246995,1.0,147.09
2892.9161845373824,Medium Value,0.7771913644722118,3.0,331.4833333333333
3104.828246955049,Medium Value,0.3591797797381292,1.0,1489.46
2704.2003594855105,Medium Value,0.9788074415784048,4.0,139.7625
3487.680641836514,Medium Value,0.9396757111045638,2.0,435.13
1350.8675222845295,Low Value,0.6797599515782252,1.0,375.33
2808.054100475022,Medium Value,0.7627824962084059,3.0,222.3166666666667
3668.867340521003,Medium Value,0.6601776712739527,2.0,697.8
4249.077529123764,Medium Value,0.8239438542089655,1.0,368.1
2948.8268974493826,Medium Value,0.8924081661785007,1.0,213.55
1979.2093778371504,Low Value,0.7897440765394715,2.0,207.69000000000003
7512.291642838587,High Value,0.9935603502954948,10.0,254.122
529.2891969894541,Low Value,0.9062620952908794,1.0,92.72
5296.067847110563,High Value,0.8683638382201757,1.0,257.98
18619.200359459428,Champions,0.980765701639384,14.0,434.6428571428572
1117.4660180516134,Low Value,0.6586097970566932,1.0,303.8
7007.030140086779,High Value,0.9941318643640388,11.0,212.9590909090909
5196.544441800201,High Value,0.9656021369444866,2.0,106.2
9557.968542331502,High Value,0.9874479593586816,5.0,158.342
1180.1457178154976,Low Value,0.7990452979986155,2.0,146.5
46158.97690241507,Champions,0.968060701298364,4.0,1148.2
1365.6626299108666,Low Value,0.8538184043459153,1.0,215.05
2464.5942527637885,Medium Value,0.9304144978375334,1.0,115.23
0.0001576272041173,Low Value,1.0085301016945366e-08,32.0,172.4128125
17736.899994015006,Champions,0.9867625872225804,13.0,473.2123076923077
791.2108592875215,Low Value,0.9131079597109044,1.0,134.1
9869.01932840584,High Value,0.9879555916124853,9.0,305.3177777777778
26729.36528785593,Champions,0.997275374452685,24.0,388.46333333333337
12514.70918209512,Champions,0.9586380815832848,6.0,648.6616666666667
25224.34296737884,Champions,0.9980704746371328,34.0,194.50294117647056
5095.729948924204,High Value,0.9718944275578908,3.0,506.93
18121.5053453249,Champions,0.9818581142249896,21.0,304.2895238095238
2155.4538875336584,Medium Value,0.9763588669229302,3.0,175.19000000000003
1995.5861262829649,Low Value,0.6447268475597585,1.0,289.0
6603.29285562983,High Value,0.943716784091452,1.0,843.64
9696.052321595822,High Value,0.9839812976480632,5.0,512.0060000000001
917.1460681618936,Low Value,0.9284249660003128,1.0,131.81
11275.173577777588,Champions,0.9615952342637354,6.0,582.4166666666666
7661.949982079194,High Value,0.9778515174516282,5.0,489.706
508.8255597012256,Low Value,0.3356367227838265,2.0,114.76
30400.830901543937,Champions,0.983092196363893,5.0,355.658
10926.403941936976,High Value,0.9236879864702604,5.0,696.6800000000001
2110.909870150789,Medium Value,0.6290427312705382,1.0,493.89
8160.850574067261,High Value,0.9806403445221196,5.0,432.04
957.4846814083256,Low Value,0.91859234857088,1.0,147.12
11088.849366967865,High Value,0.97552760405027,3.0,760.1066666666667
3469.288937017764,Medium Value,0.845824962212895,2.0,389.76
22311.63510897615,Champions,0.9915180333408103,12.0,628.5641666666667
6379.937677671988,High Value,0.7022623071962012,7.0,248.95857142857145
5176.555941690963,High Value,0.8081166732793157,2.0,733.825
2166.6844128927683,Medium Value,0.9535127035450772,2.0,190.32
2592.481456526979,Medium Value,0.3048858427633887,11.0,261.5218181818182
5619.14539614928,High Value,0.903867534742348,2.0,767.4499999999999
2014.297734612702,Low Value,0.7795295782336364,1.0,414.16
3503.3913057001564,Medium Value,0.9608359895752084,4.0,262.9275
11973.900324499857,Champions,0.9721056224937108,3.0,985.4166666666666
8060.431781064013,High Value,0.9965683296600132,19.0,139.08684210526317
4175.530529692267,Medium Value,0.6947329052410062,1.0,539.8100000000001
7149.270831926131,High Value,0.9371191651831976,2.0,216.36
1482.4656002579725,Low Value,0.8013707887801463,1.0,302.95
30405.84437072458,Champions,0.9418528459127798,1.0,991.2
8592.119788430586,High Value,0.9349167510265588,1.0,411.84
9128.725932189642,High Value,0.9018116265642472,1.0,529.87
7174.763387498972,High Value,0.9227132247074156,1.0,603.4
796.1872464841815,Low Value,0.7535286174520044,1.0,81.36
677.4397234250096,Low Value,0.4810301088528237,3.0,95.35
2999.054691313708,Medium Value,0.943716784091452,1.0,376.72
2447.302836387349,Medium Value,0.8960080292535579,9.0,91.05555555555556
2413.855354201334,Medium Value,0.9141686766143026,1.0,105.0
1725.9536292393732,Low Value,0.9154876946427942,3.0,136.70000000000002
658.4494277909838,Low Value,0.7659510511729453,1.0,152.64
113665.31391949471,Champions,0.994830196642562,19.0,910.775789473684
3737.260099943584,Medium Value,0.9425274121305172,1.0,251.37
1344.92069933607,Low Value,0.6055560226070257,1.0,424.76
22161.62404242186,Champions,0.9436357243924732,1.0,983.22
906.1971825921172,Low Value,0.7018540093181147,1.0,180.48
5159.806308498136,High Value,0.9427782691652972,4.0,364.5
9588.402271952536,High Value,0.9853465595754642,6.0,469.8466666666666
16342.303300915572,Champions,0.9904154396822876,9.0,530.9511111111111
27858.67827288369,Champions,0.9845067879134872,4.0,336.06000000000006
16770.922581198436,Champions,0.994610204648282,12.0,478.77333333333337
3077.688819635075,Medium Value,0.950047213793394,3.0,256.26666666666665
12963.780594283822,Champions,0.9597577661448988,6.0,683.4
8939.474481538502,High Value,0.9659320948313408,4.0,701.575
11288.662773084758,Champions,0.9851778241172576,5.0,225.798
1329.597313562825,Low Value,0.9694439358506232,2.0,173.87
95409.14252085947,Champions,0.997698117456793,41.0,828.7619512195122
1584.7725029877652,Low Value,0.9618497080852036,2.0,171.485
6619.971475138773,High Value,0.9791962576746226,10.0,225.19
3117.8056686713603,Medium Value,0.9708425426403496,2.0,347.025
3078.810284542545,Medium Value,0.7598472325078031,3.0,384.27333333333337
14589.407033559351,Champions,0.9875080044498232,9.0,424.4555555555556
2805.563602491407,Medium Value,0.9037444078214252,1.0,194.24
255931.782706805,Champions,0.9951994451358196,34.0,2678.782058823529
60.25670703329707,Low Value,0.0138885482173954,6.0,212.3066666666667
4596.3732337462925,Medium Value,0.9874160608502296,6.0,246.8066666666667
12954.460729848855,Champions,0.994610204648282,12.0,313.76666666666665
4981.906890404779,High Value,0.9622838322978936,2.0,132.72
8767.096392035366,High Value,0.9906987603687364,8.0,365.94375
74578.15853982858,Champions,0.9838015553527232,14.0,1769.2714285714285
11132.62846210703,High Value,0.8949922684159927,1.0,538.42
2682.7140809477096,Medium Value,0.9255338095460224,2.0,208.425
506.21796873668046,Low Value,0.4661020636370243,1.0,180.65
2731.998386931388,Medium Value,0.9400153743249852,1.0,317.56
2197.548432601596,Medium Value,0.8854408296508212,1.0,462.95
6937.180659027939,High Value,0.914138107538488,4.0,324.9875
6564.100017945233,High Value,0.9906987603687364,8.0,273.61875
39623.06417963107,Champions,0.9922369413647336,14.0,980.8571428571428
43501.21188813879,Champions,0.9708425426403496,2.0,765.7
9221.221891607036,High Value,0.9947053541717796,14.0,217.53
12062.62905492588,Champions,0.9669332140587936,2.0,328.125
2073.533416734281,Medium Value,0.9468229727519496,1.0,329.85
29063.12471898067,Champions,0.9935603502954948,10.0,428.334
880.1070154324731,Low Value,0.8977781704019847,2.0,122.595
22569.267198556685,Champions,0.9929297093283688,10.0,759.902
1422.69427088352,Low Value,0.7832584581947365,1.0,300.45
2382.476660043884,Medium Value,0.6872554437412466,3.0,302.8
1968.0228651497564,Low Value,0.9444719490418458,1.0,95.85
10122.30798500316,High Value,0.9919967895425124,9.0,279.96777777777777
3829.6029811660064,Medium Value,0.3541039978319277,2.0,830.45
3932.735121028498,Medium Value,0.9838683980267986,4.0,303.90250000000003
44466.20708496959,Champions,0.998986935386196,65.0,240.66384615384607
1821.3958990785711,Low Value,0.6872554437412466,3.0,230.56333333333336
843.1942656567118,Low Value,0.9066111754493436,1.0,144.8
4197.463984696516,Medium Value,0.7345841835026973,3.0,552.82
8553.009316913536,High Value,0.9082353752439882,6.0,463.1266666666667
1441.472812615035,Low Value,0.9354948475359436,2.0,144.465
3829.14569968316,Medium Value,0.7431198866582376,4.0,389.31
35189.177242960024,Champions,0.7926494507838451,20.0,774.579
3214.104568317922,Medium Value,0.9339664028023912,1.0,185.04
5891.600877426499,High Value,0.7917685218113719,7.0,291.8342857142857
16145.156120627356,Champions,0.9478422808831026,1.0,485.0
2133.938547007814,Medium Value,0.2664976426692433,6.0,404.3283333333334
3515.739844343885,Medium Value,0.975766575567484,4.0,257.47
37579.44154995598,Champions,0.9974828250808088,26.0,505.3326923076923
3022.9921403711896,Medium Value,0.9861081268385908,6.0,139.75
3223.407387594102,Medium Value,0.9670103344900112,2.0,251.88
3704.6951590551766,Medium Value,0.9871987736902532,6.0,181.68
5299.510836492857,High Value,0.9708425426403496,2.0,310.91
7513.299030054939,High Value,0.9884477298671824,7.0,301.13714285714286
1600.8574793381017,Low Value,0.6079260460331745,2.0,309.94
960.311225185466,Low Value,0.7115654024411372,2.0,67.8
1837.5950129651412,Low Value,0.9662022665457344,3.0,178.28333333333333
65445.06088968807,Champions,0.997885345066262,31.0,747.5070967741935
